,Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Status,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Unit Code,Operating Month,Operating Year,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Multiple Fuels,Deliver Power to Transmission Grid,Synchronized to Transmission Grid,Ownership,Turbines,Cogenerator,Sector Name,Sector,Topping or Bottoming,Duct Burners,Planned Modifications,Planned Uprates Net Summer Capacity,Planned Uprates Net Winter Capacity,Planned Uprate Month,Planned Uprate Year,Planned Derates Net Summer Capacity,Planned Derates Net Winter Capacity,Planned Derates Month,Planned Derates Year,Planned New Prime Mover,Planned Energy Source 1,Planned Repower Month,Planned Repower Year,Other Modifications,Other Modifications Month,Other Modifications Year,Planned Retirement Month,Planned Retirement Year,Solid Fuel Gasification System,Pulverized Coal Technology,Fluidized Bed Technology,Subcritical Technology,Supercritical Technology,Ultrasupercritical Technology,Carbon Capture Technology,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Transmission or Distribution System Owner,Primary Purpose (NAICS Code),Latitude,Longitude
9,40,Hospira Inc,55788,Hospira Inc,NY,ERIE,GEN1,IC,SB,1.1,1.1,1.1,,1,1995,NG,,,,,,N,N,N,S,,N,Industrial Non-CHP,6,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,New York State Elec & Gas Corp,326,42.9167,-78.7333
10,40,Hospira Inc,55788,Hospira Inc,NY,ERIE,GEN2,IC,SB,1.1,1.1,1.1,,1,1995,NG,,,,,,N,N,N,S,,N,Industrial Non-CHP,6,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,New York State Elec & Gas Corp,326,42.9167,-78.7333
12,82,Ada Cogeneration Ltd Partnership,10819,Ada Cogeneration LP,MI,Kent,GEN1,CT,OP,23.0,23.0,23.0,,10,1990,NG,,,,,,N,Y,,S,,Y,IPP CHP,3,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Consumers Energy Co,22,42.962672,-85.49407099999999
13,82,Ada Cogeneration Ltd Partnership,10819,Ada Cogeneration LP,MI,Kent,GEN2,CA,OP,10.1,6.4,7.0,,10,1990,NG,,,,,,N,Y,,S,,Y,IPP CHP,3,T,Y,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Consumers Energy Co,22,42.962672,-85.49407099999999
20,88,Granite Ridge Energy LLC,55170,Granite Ridge,NH,Rockingham,CT11,CT,OP,300.0,222.0,263.0,,3,2003,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Public Service Co of NH,22,42.9042,-71.4261
21,88,Granite Ridge Energy LLC,55170,Granite Ridge,NH,Rockingham,CT12,CT,OP,300.0,222.0,263.0,,3,2003,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Public Service Co of NH,22,42.9042,-71.4261
22,88,Granite Ridge Energy LLC,55170,Granite Ridge,NH,Rockingham,STG,CA,OP,300.0,234.0,271.0,,3,2003,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Public Service Co of NH,22,42.9042,-71.4261
30,164,AERA Energy LLC,50752,South Belridge Cogeneration Facility,CA,Kern,GEN1,GT,OP,31.4,19.0,21.0,,12,1985,NG,,,,,,N,Y,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,211,35.438611,-119.7075
31,164,AERA Energy LLC,50752,South Belridge Cogeneration Facility,CA,Kern,GEN2,GT,OP,31.4,19.0,21.0,,12,1985,NG,,,,,,N,Y,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,211,35.438611,-119.7075
32,164,AERA Energy LLC,50752,South Belridge Cogeneration Facility,CA,Kern,GEN3,GT,OP,31.4,19.0,21.0,,12,1986,NG,,,,,,N,Y,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,211,35.438611,-119.7075
33,164,AERA Energy LLC,52077,Lost Hills Cogeneration Plant,CA,Kern,GEN4,GT,OP,3.5,2.7,3.0,,10,1985,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,211,35.666111,-119.766944
34,164,AERA Energy LLC,52077,Lost Hills Cogeneration Plant,CA,Kern,GEN5,GT,OP,3.5,2.7,3.0,,10,1985,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,211,35.666111,-119.766944
35,164,AERA Energy LLC,52077,Lost Hills Cogeneration Plant,CA,Kern,GEN6,GT,OP,3.5,2.7,3.0,,10,1985,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,211,35.666111,-119.766944
37,178,CES Placerita Inc,10677,CES Placerita Power Plant,CA,Los Angeles,UNT2,CT,OS,60.0,46.0,50.0,,6,1988,NG,,,,,,N,N,N,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Southern California Edison Co,22,34.3801,-118.4999
38,178,CES Placerita Inc,10677,CES Placerita Power Plant,CA,Los Angeles,UNT3,CA,OS,30.0,23.0,25.0,,6,1988,NG,,,,,,N,N,N,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Southern California Edison Co,22,34.3801,-118.4999
39,179,Agrium US Inc,54452,Agrium Kenai Nitrogen Operations,AK,Kenai Peninsula,744A,GT,OS,2.5,2.5,2.5,,10,1977,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homer Electric Assn Inc,325311,60.6732,-151.3784
40,179,Agrium US Inc,54452,Agrium Kenai Nitrogen Operations,AK,Kenai Peninsula,744B,GT,OS,2.5,2.5,2.5,,10,1977,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homer Electric Assn Inc,325311,60.6732,-151.3784
41,179,Agrium US Inc,54452,Agrium Kenai Nitrogen Operations,AK,Kenai Peninsula,744C,GT,OS,2.5,2.5,2.5,,10,1977,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homer Electric Assn Inc,325311,60.6732,-151.3784
42,179,Agrium US Inc,54452,Agrium Kenai Nitrogen Operations,AK,Kenai Peninsula,744D,GT,OS,2.5,2.5,2.5,,10,1977,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homer Electric Assn Inc,325311,60.6732,-151.3784
43,179,Agrium US Inc,54452,Agrium Kenai Nitrogen Operations,AK,Kenai Peninsula,744E,GT,OS,2.5,2.5,2.5,,10,1977,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homer Electric Assn Inc,325311,60.6732,-151.3784
52,189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,1,CA,OP,7.5,10.0,10.0,,12,1954,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.400254999999998,-86.476449
53,189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,2,CA,OP,7.5,10.0,10.0,,12,1954,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.400254999999998,-86.476449
54,189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,3,CA,OP,25.0,20.0,20.0,,8,1959,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.400254999999998,-86.476449
55,189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,4,CT,OP,107.0,109.0,119.0,,12,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.400254999999998,-86.476449
56,189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,VAN1,CT,OP,165.0,163.0,177.0,,1,2002,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.400254999999998,-86.476449
57,189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,VAN2,CT,OP,165.0,163.0,177.0,,1,2002,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.400254999999998,-86.476449
58,189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,VAN3,CA,OP,177.0,175.0,185.0,,1,2002,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.400254999999998,-86.476449
59,189,PowerSouth Energy Cooperative,7063,McIntosh,AL,Washington,1,CE,OP,110.0,110.0,110.0,,6,1991,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.2546,-88.0299
60,189,PowerSouth Energy Cooperative,7063,McIntosh,AL,Washington,2,GT,OP,113.0,114.0,120.0,,6,1998,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.2546,-88.0299
61,189,PowerSouth Energy Cooperative,7063,McIntosh,AL,Washington,3,GT,OP,113.0,114.0,120.0,,6,1998,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.2546,-88.0299
62,189,PowerSouth Energy Cooperative,7063,McIntosh,AL,Washington,4,GT,OP,224.0,170.0,224.0,,12,2010,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.2546,-88.0299
63,189,PowerSouth Energy Cooperative,7063,McIntosh,AL,Washington,5,GT,OP,224.0,170.0,224.0,,12,2010,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PowerSouth Energy Cooperative,22,31.2546,-88.0299
74,195,Alabama Power Co,3,Barry,AL,Mobile,A1CT,CT,OP,170.1,154.0,170.0,G521,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.0069,-88.0103
75,195,Alabama Power Co,3,Barry,AL,Mobile,A1CT2,CT,OP,170.1,154.0,170.0,G521,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.0069,-88.0103
76,195,Alabama Power Co,3,Barry,AL,Mobile,A1ST,CA,OP,195.2,173.0,192.0,G521,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.0069,-88.0103
77,195,Alabama Power Co,3,Barry,AL,Mobile,A2C1,CT,OP,170.1,154.0,170.0,G522,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.0069,-88.0103
78,195,Alabama Power Co,3,Barry,AL,Mobile,A2C2,CT,OP,170.1,154.0,170.0,G522,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.0069,-88.0103
79,195,Alabama Power Co,3,Barry,AL,Mobile,A2ST,CA,OP,195.2,173.0,192.0,G522,5,2000,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.0069,-88.0103
92,195,Alabama Power Co,10,Greene County,AL,Greene,GT10,GT,OP,80.0,85.0,101.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
93,195,Alabama Power Co,10,Greene County,AL,Greene,GT2,GT,OP,80.0,84.0,100.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
94,195,Alabama Power Co,10,Greene County,AL,Greene,GT3,GT,OP,80.0,82.0,98.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
95,195,Alabama Power Co,10,Greene County,AL,Greene,GT4,GT,OP,80.0,81.0,97.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
96,195,Alabama Power Co,10,Greene County,AL,Greene,GT5,GT,OP,80.0,82.0,98.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
97,195,Alabama Power Co,10,Greene County,AL,Greene,GT6,GT,OP,80.0,81.0,97.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
98,195,Alabama Power Co,10,Greene County,AL,Greene,GT7,GT,OP,80.0,80.0,96.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
99,195,Alabama Power Co,10,Greene County,AL,Greene,GT8,GT,OP,80.0,83.0,99.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
100,195,Alabama Power Co,10,Greene County,AL,Greene,GT9,GT,OP,80.0,82.0,98.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.6017,-87.7811
150,195,Alabama Power Co,7697,Washington County Cogeneration Facility,AL,Washington,1,CT,OP,82.6,75.0,81.0,G523,2,1999,NG,,,,,,N,Y,,S,,Y,Electric Utility,1,T,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.2504,-88.0156
151,195,Alabama Power Co,7697,Washington County Cogeneration Facility,AL,Washington,2,CA,OP,39.9,25.0,26.0,G523,2,1999,NG,,,,,,N,Y,,S,,Y,Electric Utility,1,T,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,31.2504,-88.0156
152,195,Alabama Power Co,7698,General Electric Plastic,AL,Lowndes,1,CT,OP,82.2,85.0,90.0,G524,7,1999,NG,,,,,,N,Y,,S,,Y,Electric Utility,1,T,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.310226,-86.52542
153,195,Alabama Power Co,7698,General Electric Plastic,AL,Lowndes,2,CA,OP,14.8,12.0,12.0,G524,7,1999,NG,,,,,,N,Y,,S,,Y,Electric Utility,1,T,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,32.310226,-86.52542
154,195,Alabama Power Co,7721,Theodore Cogen Facility,AL,Mobile,1,CT,OP,229.0,160.0,185.0,G525,12,2000,NG,,,,,,N,Y,,S,,Y,Electric Utility,1,T,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,30.525445,-88.128477
155,195,Alabama Power Co,7721,Theodore Cogen Facility,AL,Mobile,2,CA,OP,88.4,64.7,64.7,G525,12,2000,NG,,,,,,N,Y,,S,,Y,Electric Utility,1,T,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alabama Power Co,22,30.525445,-88.128477
318,291,Algonquin Windsor Locks LLC,10567,Algonquin Windsor Locks,CT,HARTFORD,GTG,CT,OP,40.0,35.0,45.0,,1,1990,NG,DFO,,,,,Y,Y,,S,,Y,IPP CHP,3,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Connecticut Light & Power Co,22,41.9227,-72.6255
319,291,Algonquin Windsor Locks LLC,10567,Algonquin Windsor Locks,CT,HARTFORD,GTG2,CT,OP,15.0,13.0,15.0,,7,2012,NG,,,,,,N,Y,,S,1.0,Y,IPP CHP,3,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Connecticut Light & Power Co,22,41.9227,-72.6255
320,291,Algonquin Windsor Locks LLC,10567,Algonquin Windsor Locks,CT,HARTFORD,STG,CA,OP,16.0,16.0,16.0,,1,1990,NG,DFO,,,,,N,Y,,S,,Y,IPP CHP,3,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Connecticut Light & Power Co,22,41.9227,-72.6255
324,298,City of Alexandria - (LA),6558,D G Hunter,LA,Rapides,3,ST,SB,55.0,50.0,50.0,,5,1965,NG,DFO,,,,,Y,Y,Y,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,NG,,,,City of Alexandria,22,31.3207,-92.4613
325,298,City of Alexandria - (LA),6558,D G Hunter,LA,Rapides,4,ST,SB,85.0,80.0,80.0,,7,1974,NG,DFO,,,,,Y,Y,Y,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,NG,,,,City of Alexandria,22,31.3207,-92.4613
358,327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN1,GT,OP,75.0,65.0,85.0,,12,1984,NG,OG,,,,,Y,Y,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,"CenterPoint Energy Houston Electric, LLC",325,29.6225,-95.0458
359,327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN2,GT,OP,75.0,65.0,85.0,,12,1984,NG,OG,,,,,Y,Y,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,"CenterPoint Energy Houston Electric, LLC",325,29.6225,-95.0458
360,327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN3,GT,OP,75.0,65.0,85.0,,3,1985,NG,OG,,,,,Y,Y,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,"CenterPoint Energy Houston Electric, LLC",325,29.6225,-95.0458
361,327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN4,GT,OP,75.0,65.0,85.0,,3,1985,NG,OG,,,,,Y,Y,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,"CenterPoint Energy Houston Electric, LLC",325,29.6225,-95.0458
364,335,Air Liquide Large Industries U.S. LP,54748,Port Neches Plant,TX,Jefferson,G1,GT,OP,38.0,32.0,30.5,,2,1994,NG,,,,,,N,Y,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Entergy Gulf States Inc,325,29.978759999999998,-93.952294
365,335,Air Liquide Large Industries U.S. LP,56787,Geismar Cogen,LA,Ascension,GTG,GT,OP,83.9,72.5,71.3,,1,2000,NG,,,,,,N,Y,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Entergy Louisiana Inc,325,30.209,-90.9921
366,343,AEP Generating Company,55502,Lawrenceburg Energy Facility,IN,Dearborn,0100,CA,OP,268.0,238.0,253.0,G801,6,2004,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Indiana Michigan Power Co,22,39.0911,-84.8669
367,343,AEP Generating Company,55502,Lawrenceburg Energy Facility,IN,Dearborn,0200,CA,OP,268.0,238.0,238.0,G801,6,2004,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,Y,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Indiana Michigan Power Co,22,39.0911,-84.8669
368,343,AEP Generating Company,55502,Lawrenceburg Energy Facility,IN,Dearborn,1100,CT,OP,174.0,151.0,160.0,,6,2004,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Indiana Michigan Power Co,22,39.0911,-84.8669
369,343,AEP Generating Company,55502,Lawrenceburg Energy Facility,IN,Dearborn,1200,CT,OP,174.0,151.0,151.0,,6,2004,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Indiana Michigan Power Co,22,39.0911,-84.8669
370,343,AEP Generating Company,55502,Lawrenceburg Energy Facility,IN,Dearborn,2100,CT,OP,174.0,151.0,151.0,,6,2004,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Indiana Michigan Power Co,22,39.0911,-84.8669
371,343,AEP Generating Company,55502,Lawrenceburg Energy Facility,IN,Dearborn,2200,CT,OP,174.0,151.0,151.0,,6,2004,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Indiana Michigan Power Co,22,39.0911,-84.8669
417,361,Industrial Energy Applications Inc,56073,Alliant SBG 9802 Toyota,IA,Linn,01,IC,SB,1.0,1.0,1.0,,12,1998,NG,,,,,,N,N,N,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Linn County Rural E C A,22,42.02771,-91.7111
426,429,Occidental Permian Ltd,52122,Wasson CO2 Removal Plant,TX,Yoakum,GEN1,GT,OP,23.4,13.2,10.8,,2,1988,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,NG,,,,Southwestern Public Service Co,211,33.009944,-102.756945
452,520,Ameren Energy Generating Co,862,Grand Tower,IL,Jackson,1,CT,OP,248.0,162.0,180.0,,6,2001,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Central Illinois Pub Serv Co,22,37.6577,-89.511161
453,520,Ameren Energy Generating Co,862,Grand Tower,IL,Jackson,2,CT,OP,200.0,160.0,177.0,,7,2001,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Central Illinois Pub Serv Co,22,37.6577,-89.511161
454,520,Ameren Energy Generating Co,862,Grand Tower,IL,Jackson,3,CA,OP,85.7,86.0,86.0,,3,1951,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Central Illinois Pub Serv Co,22,37.6577,-89.511161
455,520,Ameren Energy Generating Co,862,Grand Tower,IL,Jackson,4,CA,OP,113.6,105.0,105.0,,4,1958,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Central Illinois Pub Serv Co,22,37.6577,-89.511161
458,520,Ameren Energy Generating Co,55201,Gibson City,IL,Ford,1,GT,OP,135.0,114.0,116.0,,6,2000,NG,DFO,,,,,Y,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Central Illinois Pub Serv Co,22,40.4705,-88.3987
459,520,Ameren Energy Generating Co,55201,Gibson City,IL,Ford,2,GT,OP,135.0,114.0,116.0,,7,2000,NG,DFO,,,,,Y,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Central Illinois Pub Serv Co,22,40.4705,-88.3987
460,520,Ameren Energy Generating Co,55438,Elgin Energy Center,IL,Kane,CT01,GT,OP,135.0,115.0,114.0,,9,2002,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commonwealth Edison Co,22,42.000060999999995,-88.24457199999999
461,520,Ameren Energy Generating Co,55438,Elgin Energy Center,IL,Kane,CT02,GT,OP,135.0,115.0,114.0,,10,2002,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commonwealth Edison Co,22,42.000060999999995,-88.24457199999999
462,520,Ameren Energy Generating Co,55438,Elgin Energy Center,IL,Kane,CT03,GT,OP,135.0,115.0,114.0,,10,2002,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commonwealth Edison Co,22,42.000060999999995,-88.24457199999999
463,520,Ameren Energy Generating Co,55438,Elgin Energy Center,IL,Kane,CT04,GT,OP,135.0,115.0,114.0,,11,2002,NG,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commonwealth Edison Co,22,42.000060999999995,-88.24457199999999
467,547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,SAINT BERNARD,TG1,ST,OP,5.0,3.6,2.8,,1,1949,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,NG,,,,Entergy Louisiana Inc,311,29.9468,-90.0018
468,547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,SAINT BERNARD,TG2,ST,OP,5.0,2.3,2.3,,6,2003,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,NG,,,,Entergy Louisiana Inc,311,29.9468,-90.0018
469,547,American Sugar Refining Inc.,54512,Domino Sugar Arabi Plant,LA,SAINT BERNARD,TG3,ST,OP,4.0,1.6,1.4,,1,1949,NG,,,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,NG,,,,Entergy Louisiana Inc,311,29.9468,-90.0018
476,590,City of Anaheim - (CA),7693,Anaheim GT,CA,Orange,1,GT,OP,49.2,44.5,46.5,,5,1991,NG,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Anaheim,22,33.853542,-117.85628600000001
