,Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Status,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Unit Code,Operating Month,Operating Year,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Multiple Fuels,Deliver Power to Transmission Grid,Synchronized to Transmission Grid,Ownership,Turbines,Cogenerator,Sector Name,Sector,Topping or Bottoming,Duct Burners,Planned Modifications,Planned Uprates Net Summer Capacity,Planned Uprates Net Winter Capacity,Planned Uprate Month,Planned Uprate Year,Planned Derates Net Summer Capacity,Planned Derates Net Winter Capacity,Planned Derates Month,Planned Derates Year,Planned New Prime Mover,Planned Energy Source 1,Planned Repower Month,Planned Repower Year,Other Modifications,Other Modifications Month,Other Modifications Year,Planned Retirement Month,Planned Retirement Year,Solid Fuel Gasification System,Pulverized Coal Technology,Fluidized Bed Technology,Subcritical Technology,Supercritical Technology,Ultrasupercritical Technology,Carbon Capture Technology,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Transmission or Distribution System Owner,Primary Purpose (NAICS Code),Latitude,Longitude
13511,24211,Tucson Electric Power Co,8223,Springerville,AZ,Apache,3,ST,OP,450.0,417.0,417.0,,7,2006,SUB,,,,,,N,Y,,W,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,,,,,DFO,,,,Tucson Electric Power Co,22,34.3186,-109.1639
13512,24211,Tucson Electric Power Co,8223,Springerville,AZ,Apache,4,ST,OP,450.0,415.0,415.0,,12,2009,SUB,,,,,,N,Y,,W,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,N,,,,,DFO,,,,Tucson Electric Power Co,22,34.3186,-109.1639
13796,30151,"Tri-State G & T Assn, Inc",87,Escalante,NM,McKinley,1,ST,OP,257.0,247.0,247.0,,12,1984,SUB,NG,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,N,,,Y,,,,NG,,,,"Tri-State G & T Assn, Inc",22,35.4159,-108.082
13801,30151,"Tri-State G & T Assn, Inc",6021,Craig,CO,Moffat,1,ST,OP,446.4,428.0,428.0,,7,1980,SUB,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,N,Y,,Y,,,,DFO,,NG,,"Tri-State G & T Assn, Inc",22,40.4627,-107.5912
13802,30151,"Tri-State G & T Assn, Inc",6021,Craig,CO,Moffat,2,ST,OP,446.4,428.0,428.0,,11,1979,SUB,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,N,Y,,Y,,,,DFO,,NG,,"Tri-State G & T Assn, Inc",22,40.4627,-107.5912
13803,30151,"Tri-State G & T Assn, Inc",6021,Craig,CO,Moffat,3,ST,OP,534.8,448.0,448.0,,10,1984,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,N,Y,,Y,,,,DFO,,NG,,"Tri-State G & T Assn, Inc",22,40.4627,-107.5912
14373,40606,City of Grand Island - (NE),59,Platte,NE,HALL,1,ST,OP,109.8,100.0,100.0,,12,1982,SUB,,,,,,N,Y,Y,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,Y,N,Y,,,,DFO,,,,Grand Island City of,22,40.854765,-98.34822199999999
14454,49756,Ameren Energy Resources Generating Co.,856,E D Edwards,IL,Peoria,1,ST,OP,136.0,95.0,105.0,,5,1960,SUB,BIT,,,,,Y,Y,,S,,N,Electric Utility,1,,N,Y,,,,,,,,,,,,,,,,12.0,2014.0,N,Y,,Y,,,,DFO,,,,Central Illinois Light Co,22,40.5958,-89.6631
14455,49756,Ameren Energy Resources Generating Co.,856,E D Edwards,IL,Peoria,2,ST,OP,280.5,240.0,255.0,,6,1968,SUB,BIT,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Central Illinois Light Co,22,40.5958,-89.6631
14456,49756,Ameren Energy Resources Generating Co.,856,E D Edwards,IL,Peoria,3,ST,OP,363.8,315.0,335.0,,6,1972,SUB,BIT,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Central Illinois Light Co,22,40.5958,-89.6631
14457,49756,Ameren Energy Resources Generating Co.,6016,Duck Creek,IL,Fulton,1,ST,OP,441.0,410.0,425.0,,6,1976,SUB,BIT,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Central Illinois Light Co,22,40.4663,-89.9841
14544,49896,"Newmont Nevada Energy Investment, LLC",56224,TS Power Plant,NV,Eureka,001,ST,OP,242.0,218.4,219.2,,6,2008,SUB,,,,,,N,Y,,S,1.0,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Sierra Pacific Power Co,22,40.7461,-116.5297
15466,54881,Horsehead Corporation,50130,G F Weaton Power Station,PA,Beaver,GEN1,ST,OS,60.0,56.0,60.0,,8,1958,SUB,BIT,,,,,Y,Y,,S,,N,Industrial Non-CHP,6,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,,Duquesne Light Co,331,40.667318,-80.34619599999999
15467,54881,Horsehead Corporation,50130,G F Weaton Power Station,PA,Beaver,GEN2,ST,OS,60.0,56.0,60.0,,5,1958,SUB,BIT,,,,,Y,Y,,S,,N,Industrial Non-CHP,6,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,,Duquesne Light Co,331,40.667318,-80.34619599999999
15532,54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,5,ST,OP,734.1,659.0,659.0,,12,1977,SUB,NG,,,,,Y,Y,,S,,N,IPP Non-CHP,2,,N,,,,,,,,,,,,,,N,,,,,N,Y,,Y,,,,NG,,,,"CenterPoint Energy Houston Electric, LLC",22,29.4828,-95.6311
15533,54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,6,ST,OP,734.1,653.0,653.0,,12,1978,SUB,NG,,,,,Y,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,,"CenterPoint Energy Houston Electric, LLC",22,29.4828,-95.6311
15534,54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,7,ST,OP,614.6,577.0,577.0,,6,1980,SUB,NG,,,,,Y,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,,"CenterPoint Energy Houston Electric, LLC",22,29.4828,-95.6311
15535,54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,8,ST,OP,654.0,610.0,610.0,,12,1982,SUB,NG,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,,"CenterPoint Energy Houston Electric, LLC",22,29.4828,-95.6311
16053,55936,Entergy Gulf States - LA LLC,1393,R S Nelson,LA,Calcasieu,6,ST,OP,614.6,540.0,550.0,,5,1982,SUB,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Entergy Louisiana Inc,22,30.2844,-93.2911
16548,55965,NewPage Corporation,10234,Biron Mill,WI,Wood,GEN1,ST,OP,17.0,15.3,15.3,,9,1964,SUB,NG,WDS,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,,,,,Consolidated Water Power Co,322122,44.43,-89.78
16549,55965,NewPage Corporation,10234,Biron Mill,WI,Wood,GEN3,ST,OP,7.5,7.5,7.5,,9,1947,SUB,WDS,NG,,,,N,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,,,,,Consolidated Water Power Co,322122,44.43,-89.78
16551,55965,NewPage Corporation,10234,Biron Mill,WI,Wood,GEN5,ST,OP,21.5,20.0,20.0,,2,1987,SUB,NG,WDS,,,,Y,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,,,,,Consolidated Water Power Co,322122,44.43,-89.78
16555,55965,NewPage Corporation,10476,Whiting Mill,WI,Portage,GEN4,ST,OP,4.1,4.1,4.1,,7,1951,SUB,WDS,NG,,,,Y,N,,S,,Y,Industrial CHP,7,T,N,N,,,,,,,,,,,,,,,,,,N,,,Y,,,,,,,,Consolidated Water Power Co,322122,44.48873,-89.57282099999999
16643,55995,Plum Point Energy Associates LLC,56456,Plum Point Energy Station,AR,Mississippi,STG1,ST,OP,720.0,670.0,670.0,,9,2010,SUB,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,N,,Y,,,,DFO,,,,Entergy Arkansas Inc,22,35.6644,-89.9489
16790,56155,Lansing Board of Water and Light,1831,Eckert Station,MI,Ingham,1,ST,OP,44.0,35.0,36.6,,6,1954,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Lansing Board of Water and Light,22,42.71839,-84.55808
16791,56155,Lansing Board of Water and Light,1831,Eckert Station,MI,Ingham,2,ST,OP,44.0,35.1,38.1,,6,1958,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Lansing Board of Water and Light,22,42.71839,-84.55808
16792,56155,Lansing Board of Water and Light,1831,Eckert Station,MI,Ingham,3,ST,OP,47.0,35.5,36.4,,6,1960,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Lansing Board of Water and Light,22,42.71839,-84.55808
16793,56155,Lansing Board of Water and Light,1831,Eckert Station,MI,Ingham,4,ST,OP,80.0,64.1,68.5,,12,1964,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Lansing Board of Water and Light,22,42.71839,-84.55808
16794,56155,Lansing Board of Water and Light,1831,Eckert Station,MI,Ingham,5,ST,OP,80.0,63.4,67.0,,6,1968,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Lansing Board of Water and Light,22,42.71839,-84.55808
16795,56155,Lansing Board of Water and Light,1831,Eckert Station,MI,Ingham,6,ST,OP,80.0,65.8,66.8,,8,1970,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Lansing Board of Water and Light,22,42.71839,-84.55808
16796,56155,Lansing Board of Water and Light,1832,Erickson Station,MI,Eaton,1,ST,OP,154.7,154.6,156.3,,2,1973,SUB,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,DFO,,,,Lansing Board of Water and Light,22,42.692221999999994,-84.65722199999999
16830,56211,KCP&L Greater Missouri Operations Co,2094,Sibley,MO,Jackson,1,ST,OP,55.0,47.7,47.7,,6,1960,SUB,BIT,,,,,N,Y,Y,S,,N,Electric Utility,1,,N,Y,,,,,,,,,,,,,,,,1.0,2017.0,,N,,Y,,,,PG,,,,Kansas City Power & Light Co,22,39.178319,-94.184445
16831,56211,KCP&L Greater Missouri Operations Co,2094,Sibley,MO,Jackson,2,ST,OP,50.0,50.6,50.6,,5,1962,SUB,BIT,,,,,N,Y,Y,S,,N,Electric Utility,1,,N,Y,,,,,,,,,,,,,,,,1.0,2017.0,,N,,Y,,,,PG,,,,Kansas City Power & Light Co,22,39.178319,-94.184445
16832,56211,KCP&L Greater Missouri Operations Co,2094,Sibley,MO,Jackson,3,ST,OP,419.0,359.0,359.0,,6,1969,SUB,BIT,TDF,,,,N,Y,Y,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,N,,,Y,,,PG,,,,Kansas City Power & Light Co,22,39.178319,-94.184445
16836,56211,KCP&L Greater Missouri Operations Co,2098,Lake Road,MO,Buchanan,4,ST,OP,90.0,93.0,93.0,,8,1966,SUB,NG,TDF,,,,N,Y,Y,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,PG,,,Kansas City Power & Light Co,22,39.7246,-94.8773
17061,56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN1,ST,OP,5.0,24.0,17.3,F401,1,1955,SUB,,,,,,N,Y,Y,S,,Y,Commercial CHP,5,T,N,N,,,,,,,,,,,,,,,,,,N,,,Y,,,,,,,,Golden Valley Elec Assn Inc,92,64.825601,-147.648627
17062,56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN2,ST,OS,2.5,,,F401,1,1945,SUB,,,,,,N,Y,Y,S,,Y,Commercial CHP,5,T,N,N,,,,,,,,,,,,,,,,,,N,,,Y,,,,,,,,Golden Valley Elec Assn Inc,92,64.825601,-147.648627
17063,56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN3,ST,OP,5.0,,,F401,1,1955,SUB,,,,,,N,Y,Y,S,,Y,Commercial CHP,5,T,N,N,,,,,,,,,,,,,,,,,,N,N,,Y,,,,,,,,Golden Valley Elec Assn Inc,92,64.825601,-147.648627
17064,56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN4,ST,OP,5.0,,,F401,1,1955,SUB,,,,,,N,Y,Y,S,,Y,Commercial CHP,5,T,N,N,,,,,,,,,,,,,,,,,,N,N,,Y,,,,,,,,Golden Valley Elec Assn Inc,92,64.825601,-147.648627
17065,56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN5,ST,OP,5.0,,,F401,1,1989,SUB,,,,,,N,Y,Y,S,,Y,Commercial CHP,5,T,N,N,,,,,,,,,,,,,,,,,,N,,,Y,,,,,,,,Golden Valley Elec Assn Inc,92,64.825601,-147.648627
17354,56570,Coleto Creek Power LP,6178,Coleto Creek,TX,Goliad,1,ST,OP,622.4,592.4,592.4,,6,1980,SUB,,,,,,N,Y,,W,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,N,,,,,N,Y,,Y,,,,DFO,,,,Oncor,22,28.7128,-97.214167
18362,57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,1,ST,OP,3.5,3.5,3.5,,6,1953,SUB,NG,,,,,Y,N,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,Y,,,,,,NG,,,,Rocky Mountain Power Inc,325,41.621666999999995,-109.811944
18363,57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,2,ST,OP,3.5,3.5,3.5,,6,1953,SUB,NG,,,,,Y,N,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,Y,,,,,,NG,,,,Rocky Mountain Power Inc,325,41.621666999999995,-109.811944
18364,57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,3,ST,OP,4.0,3.5,3.5,,6,1964,SUB,NG,,,,,Y,N,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,Y,,,,,,NG,,,,Rocky Mountain Power Inc,325,41.621666999999995,-109.811944
18365,57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,4,ST,OP,10.0,10.0,10.0,,6,1972,SUB,NG,,,,,Y,N,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,Y,,,,,,NG,,,,Rocky Mountain Power Inc,325,41.621666999999995,-109.811944
18366,57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,5,ST,OP,10.0,10.0,10.0,,6,1975,SUB,NG,,,,,Y,N,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,Y,,,,,,NG,,,,Rocky Mountain Power Inc,325,41.621666999999995,-109.811944
18367,57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,6,ST,OP,10.0,10.0,10.0,,6,1975,SUB,NG,,,,,Y,N,,S,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,N,Y,,,,,,NG,,,,Rocky Mountain Power Inc,325,41.621666999999995,-109.811944
18393,57315,Western Sugar Cooperative,57937,Western Sugar Coop - Scottsbluff,NE,Scotts Bluff,SCBF,ST,OP,5.0,5.0,5.0,,9,1987,SUB,,,,,,N,N,,S,,N,Industrial Non-CHP,6,,,N,,,,,,,,,,,,,N,,,,,,N,,Y,,,,SUB,,,,Nebraska Public Power District,311,41.85887,-103.63438000000001
18394,57315,Western Sugar Cooperative,57967,Western Sugar Coop - Torrington,WY,Goshen,GEGEN,ST,OP,2.0,2.0,2.0,,10,1978,SUB,NG,,,,,N,N,,W,,Y,Industrial CHP,7,T,,N,,,,,,,,,,,,,,,,,,,N,,Y,,,,SUB,,,,City of Torrington,311,42.0469,-104.1863
18395,57315,Western Sugar Cooperative,58081,Western Sugar Coop- Ft Morgan,CO,Morgan,ATB-2,ST,OP,3.0,3.0,3.0,,9,1947,SUB,,,,,,N,N,,S,5.0,Y,Industrial CHP,7,B,,N,,,,,,,,,,,,,,,,,,,N,,Y,,,,SUB,,,,Western Sugar Cooperative,311,40.254166999999995,-103.791111
18786,58177,Raven Power Holdings LLC,1552,C P Crane,MD,Baltimore,1,ST,OP,190.4,190.0,190.0,,7,1961,SUB,BIT,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,,Baltimore Gas & Electric Co,22,39.323603999999996,-76.36511899999999
18787,58177,Raven Power Holdings LLC,1552,C P Crane,MD,Baltimore,2,ST,OP,209.4,195.0,195.0,,2,1963,SUB,BIT,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,Y,,Y,,,,NG,,,,Baltimore Gas & Electric Co,22,39.323603999999996,-76.36511899999999
